"","id","phase","date","site","bait_take","species","prints_count","raven_visit_1_pa","raven_visit_1_time","raven_visit_2_pa","raven_visit_2_time","raven_visit_3_pa","raven_visit_3_time","fox_visit_1_pa","fox_visit_1_time","fox_visit_2_pa","fox_visit_2_time","fox_visit_3_pa","fox_visit_3_time","fox_visit_4_pa","fox_visit_4_time","fox_visit_5_pa","fox_visit_5_time","treatment","foxes","ravens","bait_notes","bait_yes","day_of_week","minimum_temperature_c","maximum_temperature_c","rainfall_mm","speed_of_maximum_wind_gust_km_h","fox_visit_pa","fox_visit_n","raven_visit_pa","raven_visit_n","study_day"
"467",563,"2",2024-02-01,"F12",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.147222222222222,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",16,31.5,0,39,1,1,0,0,18
"468",564,"2",2024-02-01,"F23",1,"Fox",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"469",565,"2",2024-02-01,"F34",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.222916666666667,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Thursday",16,31.5,0,39,1,1,0,0,18
"470",566,"2",2024-02-01,"F35",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"471",567,"2",2024-02-01,"F52",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"472",568,"2",2024-02-01,"F53",1,"Fox",2,0,NA,0,NA,0,NA,1,0.75,1,-2209000980,1,-2209058880,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",16,31.5,0,39,1,3,0,0,18
"473",569,"2",2024-02-01,"F56",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"474",570,"2",2024-02-01,"F05",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"475",571,"2",2024-02-01,"F13",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"476",572,"2",2024-02-01,"F14",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"477",573,"2",2024-02-01,"F15",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"478",574,"2",2024-02-01,"F19",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"479",575,"2",2024-02-01,"F20",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"480",576,"2",2024-02-01,"F21",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"481",577,"2",2024-02-01,"F22",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"482",578,"2",2024-02-01,"F24",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"483",579,"2",2024-02-01,"F25",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"484",580,"2",2024-02-01,"F26",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"485",581,"2",2024-02-01,"F27",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"486",582,"2",2024-02-01,"F31",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"487",583,"2",2024-02-01,"F40",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"488",584,"2",2024-02-01,"F48",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"489",585,"2",2024-02-01,"F54",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"490",586,"2",2024-02-01,"F55",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"491",587,"2",2024-02-01,"F58",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Thursday",16,31.5,0,39,0,0,0,0,18
"492",588,"2",2024-02-01,"F01",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"493",589,"2",2024-02-01,"F03",1,"Raven",NA,1,-2209038120,1,-2209050840,0,NA,1,0.23125,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Thursday",16,31.5,0,39,1,1,1,2,18
"494",590,"2",2024-02-01,"F06",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"495",591,"2",2024-02-01,"F08",1,"Raven",0,0,NA,0,NA,0,NA,1,0.14375,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Thursday",16,31.5,0,39,1,1,0,0,18
"496",592,"2",2024-02-01,"F09",1,"Raven",2,1,-2209044540,0,NA,0,NA,1,0.866666666666667,1,-2208993000,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Thursday",16,31.5,0,39,1,2,1,1,18
"497",593,"2",2024-02-01,"F17",1,"Raven",0,1,-2209020240,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,"PE","Yes","Thursday",16,31.5,0,39,0,0,1,1,18
"498",594,"2",2024-02-01,"F57",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"499",595,"2",2024-02-01,NA,1,"Raven",NA,1,-2209044600,0,NA,0,NA,1,0.869444444444444,1,-2208993000,0,NA,0,NA,0,NA,"Treatment",NA,1,"PE","Yes","Thursday",16,31.5,0,39,1,2,1,1,18
"500",596,"2",2024-02-01,"F02",1,"Unknown",4,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"501",597,"2",2024-02-01,"F04",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"502",598,"2",2024-02-01,"F07",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"503",599,"2",2024-02-01,"F10",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"504",600,"2",2024-02-01,"F11",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"505",601,"2",2024-02-01,"F16",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"506",602,"2",2024-02-01,"F18",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,"PE","Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"507",603,"2",2024-02-01,"F28",1,"Unknown",3,0,NA,0,NA,0,NA,1,0.025,1,-2209050600,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",16,31.5,0,39,1,2,0,0,18
"508",604,"2",2024-02-01,"F29",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"509",605,"2",2024-02-01,"F30",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"510",606,"2",2024-02-01,"F32",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Thursday",16,31.5,0,39,0,0,0,0,18
"511",650,"2",2024-02-05,"F29",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.629166666666667,1,-2208999420,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Monday",19.4,22.5,2,41,1,2,0,0,22
"512",651,"2",2024-02-05,"F05",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"513",652,"2",2024-02-05,"F14",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"514",653,"2",2024-02-05,"F16",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"515",654,"2",2024-02-05,"F19",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"516",655,"2",2024-02-05,"F12",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"517",656,"2",2024-02-05,"F23",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"518",657,"2",2024-02-05,"F24",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"519",658,"2",2024-02-05,"F25",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"520",659,"2",2024-02-05,"F26",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"521",660,"2",2024-02-05,"F27",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"522",661,"2",2024-02-05,"F32",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"523",662,"2",2024-02-05,"F34",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"524",663,"2",2024-02-05,"F35",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"525",664,"2",2024-02-05,"F40",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"526",665,"2",2024-02-05,"F48",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"527",666,"2",2024-02-05,"F52",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"528",667,"2",2024-02-05,"F56",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"529",668,"2",2024-02-05,"F58",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"530",669,"2",2024-02-05,"F03",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"531",670,"2",2024-02-05,"F04",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"532",671,"2",2024-02-05,"F08",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"533",672,"2",2024-02-05,"F09",1,"Raven",NA,0,NA,0,NA,0,NA,1,0.227777777777778,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Monday",19.4,22.5,2,41,1,1,0,0,22
"534",673,"2",2024-02-05,"F10",1,"Raven",NA,1,-2209039380,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,"PE","Yes","Monday",19.4,22.5,2,41,0,0,1,1,22
"535",674,"2",2024-02-05,"F12",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"536",675,"2",2024-02-05,"F20",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"537",676,"2",2024-02-05,"F54",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"538",677,"2",2024-02-05,"?",0,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"539",678,"2",2024-02-05,"F01",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"540",679,"2",2024-02-05,"F02",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"541",680,"2",2024-02-05,"F06",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"542",681,"2",2024-02-05,"F07",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"543",682,"2",2024-02-05,"F11",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"544",683,"2",2024-02-05,"F13",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"545",684,"2",2024-02-05,"F15",0,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",19.4,22.5,2,41,0,0,0,0,22
"546",685,"2",2024-02-05,"F17",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"547",686,"2",2024-02-05,"F18",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"548",687,"2",2024-02-05,"F21",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"549",688,"2",2024-02-05,"F28",1,"Unknown",NA,0,NA,0,NA,0,NA,1,0.836805555555555,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,1,1,0,0,22
"550",689,"2",2024-02-05,"F30",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"551",690,"2",2024-02-05,"F31",0,"Unknown",NA,0,NA,0,NA,0,NA,1,0.0722222222222222,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",19.4,22.5,2,41,1,1,0,0,22
"552",691,"2",2024-02-05,"F53",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"553",692,"2",2024-02-05,"F55",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"554",693,"2",2024-02-05,"F57",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",19.4,22.5,2,41,0,0,0,0,22
"555",694,"2",2024-02-06,"?",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"556",695,"2",2024-02-06,"F05",1,"Fox",2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"557",696,"2",2024-02-06,"F06",1,"Fox",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"558",697,"2",2024-02-06,"F08",1,"Fox",0,0,NA,0,NA,0,NA,1,0.879861111111111,1,-2208997800,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,1,2,0,0,23
"559",698,"2",2024-02-06,"F15",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"560",699,"2",2024-02-06,"F16",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"561",700,"2",2024-02-06,"F21",1,"Fox",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"562",701,"2",2024-02-06,"F23",1,"Fox",1,0,NA,0,NA,0,NA,1,0.115972222222222,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,1,1,0,0,23
"563",702,"2",2024-02-06,"F25",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"564",703,"2",2024-02-06,"F28",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.398611111111111,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,1,1,0,0,23
"565",704,"2",2024-02-06,"F29",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.711111111111111,1,-2209011840,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,1,2,0,0,23
"566",705,"2",2024-02-06,"F31",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"567",706,"2",2024-02-06,"F32",1,"Fox",2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"568",707,"2",2024-02-06,"F34",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"569",708,"2",2024-02-06,"F35",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"570",709,"2",2024-02-06,"F52",1,"Fox",3,0,NA,0,NA,0,NA,1,0.232638888888889,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,1,1,0,0,23
"571",710,"2",2024-02-06,"F53",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.86875,1,-2208999540,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,1,2,0,0,23
"572",711,"2",2024-02-06,"F54",1,"Fox",1,0,NA,0,NA,0,NA,1,0.136805555555556,1,-2209057800,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,1,2,0,0,23
"573",712,"2",2024-02-06,"F56",1,"Fox",2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"574",713,"2",2024-02-06,"F10",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"575",714,"2",2024-02-06,"F11",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"576",715,"2",2024-02-06,"F13",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"577",716,"2",2024-02-06,"F14",0,"Not taken",2,0,NA,0,NA,0,NA,1,0.00347222222222222,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",18.2,26.7,30.6,31,1,1,0,0,23
"578",717,"2",2024-02-06,"F18",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"579",718,"2",2024-02-06,"F20",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"580",719,"2",2024-02-06,"F12",0,"Not taken",0,1,-2209027140,0,NA,0,NA,1,0.954166666666667,1,-2209066740,1,-2209066380,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",18.2,26.7,30.6,31,1,3,1,1,23
"581",720,"2",2024-02-06,"F26",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"582",721,"2",2024-02-06,"F27",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"583",722,"2",2024-02-06,"F40",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"584",723,"2",2024-02-06,"F48",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",18.2,26.7,30.6,31,0,0,0,0,23
"585",724,"2",2024-02-06,"F01",1,"Raven",0,0,NA,0,NA,0,NA,1,0.197916666666667,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",18.2,26.7,30.6,31,1,1,0,0,23
